timesteps,curriculum_stage,mean_reward,std_reward,mean_episode_length,std_episode_length,success_rate,collision_rate,safety_violation_rate,timeout_rate,mean_path_length,mean_final_goal_dist,mean_min_collision_clearance,mean_min_safety_clearance,success_mean_reward,success_mean_episode_length
1725000,4,120.0165784296114,52.8719552924506,88.75,24.40158806307491,0.125,0.875,1.0,0.0,23.933581935358234,6.187023878097534,-0.032072171568870544,-0.28207220137119293,259.46465514041483,153.0
1750000,4,144.0749588550534,69.06802661722624,100.25,31.247999935995903,0.25,0.75,1.0,0.0,23.12426430080086,5.191244766116142,0.007694914937019348,-0.24230511486530304,262.5813222276047,153.0
1775000,4,139.49585724517237,71.09563697426469,97.75,31.959935857257285,0.25,0.75,1.0,0.0,21.45671217981726,5.407628484070301,-0.023272626101970673,-0.27327265590429306,262.43866328522563,153.0
1800000,4,187.36483191489242,78.29046379832657,119.375,34.15017386485756,0.5,0.5,1.0,0.0,24.72526155039668,3.53613942861557,0.02203506976366043,-0.22796493023633957,265.2015789663419,153.0
1825000,4,105.68852669734042,11.641553499737654,84.125,8.964339072123499,0.0,1.0,1.0,0.0,20.35193774139043,6.586748778820038,-0.03486967831850052,-0.2848697528243065,nan,nan
1850000,4,185.37152031459846,82.09259073412991,118.375,35.337435886040176,0.5,0.5,1.0,0.0,24.343586878851056,3.6221408173441887,0.018280357122421265,-0.23171967267990112,266.95742976572365,153.0
1875000,4,141.4503398956731,73.08778199934832,97.75,31.940374136819376,0.25,0.75,1.0,0.0,24.103686517337337,5.4095489382743835,0.00681091845035553,-0.24318912625312805,267.6222321726382,153.0
1900000,4,120.00488139153458,53.78189432295343,89.5,24.088378940891808,0.125,0.875,1.0,0.0,23.25318010756746,6.1225195080041885,-0.04011526703834534,-0.2901153117418289,261.9457272682339,153.0
1925000,4,119.70433505647816,53.642314375158485,88.375,24.525178388749794,0.125,0.875,1.0,0.0,22.2305453796871,6.218740344047546,-0.025872446596622467,-0.27587250620126724,261.43844106048346,153.0
1950000,4,122.44473681598902,56.49464924534274,89.25,24.195815753968702,0.125,0.875,1.0,0.0,23.231274722144008,6.143183171749115,-0.01284170150756836,-0.26284174621105194,271.34114514291286,153.0
1975000,4,143.7965402319096,69.25185701017065,100.5,31.0322412983658,0.25,0.75,1.0,0.0,21.518050722545013,5.169519059360027,-0.014429263770580292,-0.2644292786717415,262.38065431825817,153.0
2000000,4,122.41040511638857,53.26888879070617,90.875,24.614210834394022,0.125,0.875,1.0,0.0,21.353384950984037,6.002465821802616,-0.02245258539915085,-0.27245261520147324,261.226418197155,153.0
2025000,4,161.81965089519508,79.71215972949042,107.625,35.18855460231352,0.375,0.625,1.0,0.0,23.604098479263484,4.553569465875626,-0.005132883787155151,-0.25513289868831635,264.62082841061056,153.0
2050000,4,120.99391118250787,52.14508463528112,89.0,24.320773014030618,0.125,0.875,1.0,0.0,22.72985014063306,6.164768531918526,-0.01668815314769745,-0.26668818295001984,258.1661703661084,153.0
2075000,4,125.95909901789855,54.78509413034604,91.875,24.033505258284734,0.125,0.875,1.0,0.0,22.67467063618824,5.915948271751404,-0.004376083612442017,-0.2543760985136032,268.6907420232892,153.0
2100000,4,182.47802465219866,80.81337140853532,116.875,36.164338442725594,0.5,0.5,1.0,0.0,24.349548786180094,3.752018928527832,0.030439212918281555,-0.21956078708171844,263.20529774198076,153.0
2125000,4,127.52464750583749,54.3351259892903,93.125,23.708845922988324,0.125,0.875,1.0,0.0,22.90753216831945,5.807530216872692,-0.007040828466415405,-0.2570408582687378,269.40684558451176,153.0
2150000,4,119.47721170377918,55.989053090229994,88.5,24.45914961727002,0.125,0.875,1.0,0.0,22.133722481084988,6.208117984235287,-0.02010359615087509,-0.2701036408543587,267.33001197874546,153.0
2175000,4,122.29258108674549,54.05867745285351,90.0,23.947860029656095,0.125,0.875,1.0,0.0,22.98340485431254,6.078501060605049,-0.022218532860279083,-0.27221856266260147,264.99019680917263,153.0
2200000,4,122.84556582261575,59.56446372384759,89.25,24.923633362734254,0.125,0.875,0.875,0.0,23.941300267004408,6.1655294597148895,-0.009978875517845154,-0.25997892022132874,280.2583463615738,155.0
2225000,4,120.06934723886661,54.943401799435996,88.75,24.360572653367573,0.125,0.875,1.0,0.0,23.79958742391318,6.186572261154652,-0.02324894815683365,-0.27324897795915604,265.0507411491126,153.0
2250000,4,121.60822581496905,55.422364796479734,88.875,24.28702071065943,0.125,0.875,1.0,0.0,19.7977276397869,6.175679482519627,-0.016634635627269745,-0.26663466542959213,268.0190957800951,153.0
2275000,4,122.75586430111434,54.58440975587942,90.5,23.748684174075834,0.125,0.875,1.0,0.0,23.284158903174102,6.035307817161083,-0.017916783690452576,-0.2679167836904526,266.40514584910125,153.0
2300000,4,145.8698562804857,69.6230711139696,100.875,30.75482685693418,0.25,0.75,1.0,0.0,25.60188969387673,5.13749760389328,-0.015125557780265808,-0.2651255875825882,265.0921420714876,153.0
2325000,4,152.89688987203408,85.67282776115006,100.875,33.05086042752896,0.25,0.75,0.75,0.0,22.96246077097021,5.242591135203838,0.05868145078420639,-0.1913185492157936,301.10950418841094,158.0
2350000,4,127.45526524579327,70.47033171868637,90.375,26.038133093599473,0.125,0.875,0.875,0.0,19.244655146147124,6.109696663916111,0.02632596343755722,-0.22367405146360397,313.522753700614,159.0
